Location_ID,Name,Class,Type,CD,Region,Slug,Latitude,Longitude,CoordSrc,Population_2021,PopSrc,SEO_Score,Defer_Reason
"MB-UNP-niakwa-place","Niakwa Place",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,niakwa-place,49.85250,-97.08222,CGN,,"",34.8,"no grounded population"
"MB-UNP-norberry","Norberry",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,norberry,49.84222,-97.11111,CGN,,"",34.8,"no grounded population"
"MB-UNP-north-kildonan","North Kildonan",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,north-kildonan,49.94083,-97.08861,CGN,,"",34.8,"no grounded population"
"MB-UNP-north-main","North Main",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,north-main,49.95833,-97.09083,CGN,,"",34.8,"no grounded population"
"MB-UNP-old-kildonan","Old Kildonan",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,old-kildonan,49.95750,-97.09889,CGN,,"",34.8,"no grounded population"
"MB-UNP-old-tuxedo","Old Tuxedo",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,old-tuxedo,49.87167,-97.20833,CGN,,"",34.8,"no grounded population"
"MB-UNP-otter-lake","Otter Lake",COMMUNITY,"Unincorporated Community",15,Westman,otter-lake,50.49222,-99.84667,CGN,,"",34.8,"no grounded population"
"MB-UNP-pleasant-valley","Pleasant Valley",COMMUNITY,"Unincorporated Community",04,Pembina Valley,pleasant-valley,49.27861,-99.46639,CGN,,"",34.8,"no grounded population"
"MB-UNP-pratt","Pratt",COMMUNITY,"Unincorporated Community",08,Central Plains,pratt,49.80472,-98.91278,CGN,,"",34.8,"no grounded population"
"MB-UNP-pulberry","Pulberry",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,pulberry,49.83528,-97.12278,CGN,,"",34.8,"no grounded population"
"MB-UNP-quadra","Quadra",COMMUNITY,"Community",15,Westman,quadra,50.13556,-100.85778,CGN,,"",34.8,"no grounded population"
"MB-UNP-rhodes","Rhodes",COMMUNITY,"Unincorporated Community",05,Westman,rhodes,49.20222,-99.79278,CGN,,"",34.8,"no grounded population"
"MB-UNP-riel","Riel",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,riel,49.82222,-97.12444,CGN,,"",34.8,"no grounded population"
"MB-UNP-river-east","River East",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,river-east,49.95028,-97.06222,CGN,,"",34.8,"no grounded population"
"MB-UNP-riverbend","Riverbend",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,riverbend,49.96000,-97.09667,CGN,,"",34.8,"no grounded population"
"MB-UNP-rivergrove","Rivergrove",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,rivergrove,49.95611,-97.08722,CGN,,"",34.8,"no grounded population"
"MB-UNP-rossmere","Rossmere",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,rossmere,49.93333,-97.10000,CGN,,"",34.8,"no grounded population"
"MB-UNP-sandy-hook","Sandy Hook",COMMUNITY,"Community",18,Interlake,sandy-hook,50.54472,-96.98528,CGN,,"",34.8,"no grounded population"
"MB-UNP-scarth","Scarth",COMMUNITY,"Community",06,Westman,scarth,49.73028,-100.94972,CGN,,"",34.8,"no grounded population"
"MB-UNP-seven-oaks","Seven Oaks",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,seven-oaks,49.93806,-97.10694,CGN,,"",34.8,"no grounded population"
"MB-UNP-sewell","Sewell",COMMUNITY,"Community",03,Pembina Valley,sewell,49.27361,-97.47194,CGN,,"",34.8,"no grounded population"
"MB-UNP-shelley","Shelley",COMMUNITY,"Unincorporated Community",01,Eastman,shelley,49.97972,-96.09917,CGN,,"",34.8,"no grounded population"
"MB-UNP-south-river-heights","South River Heights",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,south-river-heights,49.85722,-97.18583,CGN,,"",34.8,"no grounded population"
"MB-UNP-south-tuxedo","South Tuxedo",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,south-tuxedo,49.85250,-97.21722,CGN,,"",34.8,"no grounded population"
"MB-UNP-southdale","Southdale",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,southdale,49.84972,-97.07111,CGN,,"",34.8,"no grounded population"
"MB-UNP-springfield-heights","Springfield Heights",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,springfield-heights,49.93222,-97.04500,CGN,,"",34.8,"no grounded population"
"MB-UNP-st-boniface-industrial-park","St. Boniface Industrial Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,st-boniface-industrial-park,49.87917,-97.04944,CGN,,"",34.8,"no grounded population"
"MB-UNP-st-james","St. James",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,st-james,49.88583,-97.24278,CGN,,"",34.8,"no grounded population"
"MB-UNP-st-james-junction","St. James Junction",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,st-james-junction,49.84889,-97.19639,CGN,,"",34.8,"no grounded population"
"MB-UNP-st-marks","St. Marks",COMMUNITY,"Community",14,Interlake,st-marks,50.19694,-98.05722,CGN,,"",34.8,"no grounded population"
"MB-UNP-the-maples","The Maples",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,the-maples,49.95389,-97.17361,CGN,,"",34.8,"no grounded population"
"MB-UNP-transcona-industrial-area","Transcona Industrial Area",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,transcona-industrial-area,49.89806,-97.03194,CGN,,"",34.8,"no grounded population"
"MB-UNP-tyndall-park","Tyndall Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,tyndall-park,49.93694,-97.20528,CGN,,"",34.8,"no grounded population"
"MB-UNP-valley-gardens","Valley Gardens",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,valley-gardens,49.92000,-97.06722,CGN,,"",34.8,"no grounded population"
"MB-UNP-victoria-crescent","Victoria Crescent",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,victoria-crescent,49.83944,-97.12750,CGN,,"",34.8,"no grounded population"
"MB-UNP-westwin","Westwin",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,westwin,49.89083,-97.23722,CGN,,"",34.8,"no grounded population"
"MB-UNP-windsor-park","Windsor Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,windsor-park,49.86361,-97.07444,CGN,,"",34.8,"no grounded population"
"MB-UNP-worthington","Worthington",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,worthington,49.83972,-97.10028,CGN,,"",34.8,"no grounded population"
"MB-4619053","Hole or Hollow Water 10",CSD,"Indian Reserve",19,Northern Manitoba,hole-or-hollow-water-10,,,,530,"StatCan 98-10-0002",34.7,"no verified coordinates"
"MB-UNP-algonquin-park","Algonquin Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,algonquin-park,49.94722,-97.05417,CGN,,"",34.7,"no grounded population"
"MB-UNP-almdals-cove","Almdals Cove",COMMUNITY,"Unincorporated Community",01,Eastman,almdals-cove,50.47028,-96.57556,CGN,,"",34.7,"no grounded population"
"MB-UNP-arrow-river","Arrow River",COMMUNITY,"Community",15,Westman,arrow-river,50.14389,-100.89333,CGN,,"",34.7,"no grounded population"
"MB-UNP-balsam-bay","Balsam Bay",COMMUNITY,"Unincorporated Community",01,Eastman,balsam-bay,50.49056,-96.58861,CGN,,"",34.7,"no grounded population"
"MB-UNP-balsam-harbour","Balsam Harbour",COMMUNITY,"Community",01,Eastman,balsam-harbour,50.48028,-96.57806,CGN,,"",34.7,"no grounded population"
"MB-UNP-birnie","Birnie",COMMUNITY,"Community",15,Westman,birnie,50.44722,-99.44000,CGN,,"",34.7,"no grounded population"
"MB-UNP-charleswood","Charleswood",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,charleswood,49.85250,-97.28417,CGN,,"",34.7,"no grounded population"
"MB-UNP-dakota-crossing","Dakota Crossing",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,dakota-crossing,49.81389,-97.08389,CGN,,"",34.7,"no grounded population"
"MB-UNP-decker","Decker",COMMUNITY,"Community",15,Westman,decker,50.27000,-100.78167,CGN,,"",34.7,"no grounded population"
"MB-UNP-elmhurst","Elmhurst",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,elmhurst,49.85250,-97.25861,CGN,,"",34.7,"no grounded population"
"MB-UNP-fort-whyte","Fort Whyte",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,fort-whyte,49.81111,-97.19889,CGN,,"",34.7,"no grounded population"
"MB-UNP-halcyon-cove","Halcyon Cove",COMMUNITY,"Community",01,Eastman,halcyon-cove,50.47528,-96.57917,CGN,,"",34.7,"no grounded population"
"MB-UNP-harmsworth","Harmsworth",COMMUNITY,"Unincorporated Community",06,Westman,harmsworth,49.97083,-100.98583,CGN,,"",34.7,"no grounded population"
"MB-UNP-heritage-park","Heritage Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,heritage-park,49.89083,-97.28278,CGN,,"",34.7,"no grounded population"
"MB-UNP-hoop-and-holler-bend","Hoop and Holler Bend",COMMUNITY,"Unincorporated Community",09,Central Plains,hoop-and-holler-bend,49.92778,-98.21972,CGN,,"",34.7,"no grounded population"
"MB-UNP-ideal","Ideal",COMMUNITY,"Unincorporated Community",18,Interlake,ideal,50.48611,-97.72694,CGN,,"",34.7,"no grounded population"
"MB-UNP-kern-park","Kern Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,kern-park,49.90417,-96.99333,CGN,,"",34.7,"no grounded population"
"MB-UNP-kerrs-lake","Kerrs Lake",COMMUNITY,"Unincorporated Community",15,Westman,kerrs-lake,50.50611,-99.70056,CGN,,"",34.7,"no grounded population"
"MB-UNP-kil-cona-park","Kil-cona Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,kil-cona-park,49.93583,-97.02361,CGN,,"",34.7,"no grounded population"
"MB-UNP-kirkfield-park","Kirkfield Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,kirkfield-park,49.87250,-97.28389,CGN,,"",34.7,"no grounded population"
"MB-UNP-lakeshore-heights","Lakeshore Heights",COMMUNITY,"Unincorporated Community",01,Eastman,lakeshore-heights,50.49444,-96.59472,CGN,,"",34.7,"no grounded population"
"MB-UNP-landseer","Landseer",COMMUNITY,"Unincorporated Community",08,Central Plains,landseer,49.57528,-98.97250,CGN,,"",34.7,"no grounded population"
"MB-UNP-lewis","Lewis",COMMUNITY,"Unincorporated Community",01,Eastman,lewis,49.87667,-96.06917,CGN,,"",34.7,"no grounded population"
"MB-UNP-lyonshall","Lyonshall",COMMUNITY,"Community",05,Westman,lyonshall,49.16750,-99.82000,CGN,,"",34.7,"no grounded population"
"MB-UNP-malonton","Malonton",COMMUNITY,"Community",18,Interlake,malonton,50.57472,-97.21528,CGN,,"",34.7,"no grounded population"
"MB-UNP-middlechurch","Middlechurch",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,middlechurch,49.97972,-97.06722,CGN,,"",34.7,"no grounded population"
"MB-UNP-miklavik","Miklavik",COMMUNITY,"Unincorporated Community",18,Interlake,miklavik,50.58556,-96.99583,CGN,,"",34.7,"no grounded population"
"MB-UNP-murray-industrial-park","Murray Industrial Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,murray-industrial-park,49.89583,-97.26750,CGN,,"",34.7,"no grounded population"
"MB-UNP-murray-park","Murray Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,murray-park,49.90222,-97.27583,CGN,,"",34.7,"no grounded population"
"MB-UNP-navin","Navin",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,navin,49.84750,-97.00278,CGN,,"",34.7,"no grounded population"
"MB-UNP-new-rosa","New Rosa",COMMUNITY,"Unincorporated Community",02,Eastman,new-rosa,49.23722,-96.84889,CGN,,"",34.7,"no grounded population"
"MB-UNP-norcran","Norcran",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,norcran,49.92444,-96.99444,CGN,,"",34.7,"no grounded population"
"MB-UNP-normand-park","Normand Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,normand-park,49.80472,-97.12028,CGN,,"",34.7,"no grounded population"
"MB-UNP-north-transcona","North Transcona",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,north-transcona,49.92361,-97.00056,CGN,,"",34.7,"no grounded population"
"MB-UNP-oak-lake-reserve","Oak Lake Reserve",COMMUNITY,"Community",06,Westman,oak-lake-reserve,49.62083,-100.94167,CGN,,"",34.7,"no grounded population"
"MB-UNP-rackham","Rackham",COMMUNITY,"Community",15,Westman,rackham,50.53722,-100.06806,CGN,,"",34.7,"no grounded population"
"MB-UNP-regent-park","Regent Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,regent-park,49.90111,-97.01944,CGN,,"",34.7,"no grounded population"
"MB-UNP-river-park-south","River Park South",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,river-park-south,49.81278,-97.10444,CGN,,"",34.7,"no grounded population"
"MB-UNP-rosa","Rosa",COMMUNITY,"Unincorporated Community",02,Eastman,rosa,49.24361,-96.82611,CGN,,"",34.7,"no grounded population"
"MB-UNP-sandy-lake","Sandy Lake",COMMUNITY,"Local Urban District",15,Westman,sandy-lake,50.52722,-100.17833,CGN,,"",34.7,"no grounded population"
"MB-UNP-scandinavia","Scandinavia",COMMUNITY,"Unincorporated Community",15,Westman,scandinavia,50.52806,-99.80333,CGN,,"",34.7,"no grounded population"
"MB-UNP-siglavik","Siglavik",COMMUNITY,"Community",18,Interlake,siglavik,50.59167,-96.99639,CGN,,"",34.7,"no grounded population"
"MB-UNP-south-st-vital","South St. Vital",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,south-st-vital,49.82167,-97.09694,CGN,,"",34.7,"no grounded population"
"MB-UNP-south-transcona","South Transcona",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,south-transcona,49.87861,-97.00361,CGN,,"",34.7,"no grounded population"
"MB-UNP-southglen","Southglen",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,southglen,49.82111,-97.08833,CGN,,"",34.7,"no grounded population"
"MB-UNP-southwood","Southwood",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,southwood,49.81694,-97.14722,CGN,,"",34.7,"no grounded population"
"MB-UNP-st-ambroise","St. Ambroise",COMMUNITY,"Community",18,Interlake,st-ambroise,50.25722,-98.03611,CGN,,"",34.7,"no grounded population"
"MB-UNP-st-vital","St. Vital",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,st-vital,49.80556,-97.08472,CGN,,"",34.7,"no grounded population"
"MB-UNP-stead","Stead",COMMUNITY,"Community",13,Interlake,stead,50.42889,-96.44639,CGN,,"",34.7,"no grounded population"
"MB-UNP-sturgeon-creek","Sturgeon Creek",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,sturgeon-creek,49.88750,-97.29167,CGN,,"",34.7,"no grounded population"
"MB-UNP-tucker","Tucker",COMMUNITY,"Unincorporated Community",09,Central Plains,tucker,49.98806,-98.22278,CGN,,"",34.7,"no grounded population"
"MB-UNP-tuxedo-industrial-area","Tuxedo Industrial Area",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,tuxedo-industrial-area,49.83639,-97.21222,CGN,,"",34.7,"no grounded population"
"MB-UNP-twin-lakes-beach","Twin Lakes Beach",COMMUNITY,"Unincorporated Community",18,Interlake,twin-lakes-beach,50.33444,-97.96694,CGN,,"",34.7,"no grounded population"
"MB-UNP-varsity-view","Varsity View",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,varsity-view,49.86333,-97.25806,CGN,,"",34.7,"no grounded population"
"MB-UNP-westwood","Westwood",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,westwood,49.87306,-97.29250,CGN,,"",34.7,"no grounded population"
"MB-UNP-whitesand-estates","Whitesand Estates",COMMUNITY,"Community",01,Eastman,whitesand-estates,50.50556,-96.59667,CGN,,"",34.7,"no grounded population"
"MB-UNP-whitewater","Whitewater",COMMUNITY,"Community",05,Westman,whitewater,49.20722,-100.28389,CGN,,"",34.7,"no grounded population"
"MB-UNP-whyte-ridge","Whyte Ridge",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,whyte-ridge,49.81139,-97.19917,CGN,,"",34.7,"no grounded population"
"MB-4619054","Black River 9",CSD,"Indian Reserve",19,Northern Manitoba,black-river-9,,,,498,"StatCan 98-10-0002",34.6,"no verified coordinates"
"MB-UNP-bergen","Bergen",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,bergen,49.94694,-97.28833,CGN,,"",34.6,"no grounded population"
"MB-UNP-birds-hill","Birds Hill",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,birds-hill,49.97500,-97.00528,CGN,,"",34.6,"no grounded population"
"MB-UNP-brightstone","Brightstone",COMMUNITY,"Community",01,Eastman,brightstone,50.28278,-96.16667,CGN,,"",34.6,"no grounded population"
"MB-UNP-brookfield","Brookfield",COMMUNITY,"Unincorporated Community",01,Eastman,brookfield,50.13417,-96.05972,CGN,,"",34.6,"no grounded population"
"MB-UNP-canterbury-park","Canterbury Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,canterbury-park,49.90611,-96.96167,CGN,,"",34.6,"no grounded population"
"MB-UNP-carman-junction","Carman Junction",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,carman-junction,49.84056,-97.28333,CGN,,"",34.6,"no grounded population"
"MB-UNP-crestview","Crestview",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,crestview,49.89139,-97.30750,CGN,,"",34.6,"no grounded population"
"MB-UNP-ditch-lake","Ditch Lake",COMMUNITY,"Unincorporated Community",15,Westman,ditch-lake,50.56778,-99.92972,CGN,,"",34.6,"no grounded population"
"MB-UNP-elphinstone","Elphinstone",COMMUNITY,"Local Urban District",15,Westman,elphinstone,50.53111,-100.32194,CGN,,"",34.6,"no grounded population"
"MB-UNP-flee-island","Flee Island",COMMUNITY,"Unincorporated Community",09,Central Plains,flee-island,50.16722,-98.16972,CGN,,"",34.6,"no grounded population"
"MB-UNP-glenforsa","Glenforsa",COMMUNITY,"Unincorporated Community",15,Westman,glenforsa,50.51944,-100.38694,CGN,,"",34.6,"no grounded population"
"MB-UNP-glenlochar","Glenlochar",COMMUNITY,"Unincorporated Community",15,Westman,glenlochar,50.10889,-100.96944,CGN,,"",34.6,"no grounded population"
"MB-UNP-graham","Graham",COMMUNITY,"Unincorporated Community",03,Pembina Valley,graham,49.42444,-97.96528,CGN,,"",34.6,"no grounded population"
"MB-UNP-grand-beach","Grand Beach",COMMUNITY,"Community",01,Eastman,grand-beach,50.55417,-96.63333,CGN,,"",34.6,"no grounded population"
"MB-UNP-grand-marais","Grand Marais",COMMUNITY,"Community",01,Eastman,grand-marais,50.54167,-96.61944,CGN,,"",34.6,"no grounded population"
"MB-UNP-greenway","Greenway",COMMUNITY,"Community",04,Pembina Valley,greenway,49.36528,-99.11528,CGN,,"",34.6,"no grounded population"
"MB-UNP-hargrave","Hargrave",COMMUNITY,"Community",06,Westman,hargrave,49.91722,-101.07194,CGN,,"",34.6,"no grounded population"
"MB-UNP-haywood","Haywood",COMMUNITY,"Local Urban District",09,Central Plains,haywood,49.66667,-98.19639,CGN,,"",34.6,"no grounded population"
"MB-UNP-isabella","Isabella",COMMUNITY,"Community",15,Westman,isabella,50.26694,-100.87333,CGN,,"",34.6,"no grounded population"
"MB-UNP-keeseekoowenin","Keeseekoowenin",COMMUNITY,"Community",15,Westman,keeseekoowenin,50.54444,-100.29861,CGN,,"",34.6,"no grounded population"
"MB-UNP-ladysmith","Ladysmith",COMMUNITY,"Unincorporated Community",08,Central Plains,ladysmith,49.80750,-98.82417,CGN,,"",34.6,"no grounded population"
"MB-UNP-lakewood","Lakewood",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,lakewood,49.82861,-97.30944,CGN,,"",34.6,"no grounded population"
"MB-UNP-lister-rapids-park","Lister Rapids Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,lister-rapids-park,49.99056,-97.05361,CGN,,"",34.6,"no grounded population"
"MB-UNP-manlius","Manlius",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,manlius,49.98917,-97.03889,CGN,,"",34.6,"no grounded population"
"MB-UNP-myrtle","Myrtle",COMMUNITY,"Community",03,Pembina Valley,myrtle,49.35333,-97.83667,CGN,,"",34.6,"no grounded population"
"MB-UNP-neelin","Neelin",COMMUNITY,"Community",04,Pembina Valley,neelin,49.22944,-99.34778,CGN,,"",34.6,"no grounded population"
"MB-UNP-ogilvie","Ogilvie",COMMUNITY,"Unincorporated Community",15,Westman,ogilvie,50.29833,-99.07722,CGN,,"",34.6,"no grounded population"
"MB-UNP-oldenberg","Oldenberg",COMMUNITY,"Unincorporated Community",01,Eastman,oldenberg,50.01806,-96.01444,CGN,,"",34.6,"no grounded population"
"MB-UNP-parkmount","Parkmount",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,parkmount,49.94556,-96.98583,CGN,,"",34.6,"no grounded population"
"MB-UNP-peony-farm","Peony Farm",COMMUNITY,"Unincorporated Community",09,Central Plains,peony-farm,49.99056,-98.26444,CGN,,"",34.6,"no grounded population"
"MB-UNP-river-west-park","River West Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,river-west-park,49.86750,-97.31694,CGN,,"",34.6,"no grounded population"
"MB-UNP-rivercrest","Rivercrest",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,rivercrest,50.00250,-97.04917,CGN,,"",34.6,"no grounded population"
"MB-UNP-roblin-park","Roblin Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,roblin-park,49.85250,-97.28917,CGN,,"",34.6,"no grounded population"
"MB-UNP-sandridge","Sandridge",COMMUNITY,"Unincorporated Community",18,Interlake,sandridge,50.58389,-97.49472,CGN,,"",34.6,"no grounded population"
"MB-UNP-senkiw","Senkiw",COMMUNITY,"Unincorporated Community",02,Eastman,senkiw,49.20806,-96.87861,CGN,,"",34.6,"no grounded population"
"MB-UNP-siegs-corner","Siegs Corner",COMMUNITY,"Unincorporated Community",01,Eastman,siegs-corner,50.06222,-96.07028,CGN,,"",34.6,"no grounded population"
"MB-UNP-south-beach","South Beach",COMMUNITY,"Community",18,Interlake,south-beach,50.62250,-96.98778,CGN,,"",34.6,"no grounded population"
"MB-UNP-southboine","Southboine",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,southboine,49.86278,-97.30083,CGN,,"",34.6,"no grounded population"
"MB-UNP-southport","Southport",COMMUNITY,"Community",09,Central Plains,southport,49.91806,-98.27361,CGN,,"",34.6,"no grounded population"
