Location_ID,Location_Name,Type,Region,Pop_2021,Unified_Score,Tier,Bucket,Reason,Fix_Note
ON-0637,Mount Elgin,Locality,Greater Toronto Area,716,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0638,Muncey,Locality,Greater Toronto Area,524,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0639,Neustadt,Locality,Greater Toronto Area,661,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0640,New Dundee,Locality,Greater Toronto Area,571,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0641,Newcastle,Locality,Greater Toronto Area,540,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-0642,Allenford,Locality,Hamilton-Niagara,481,48.7,,DEFERRED_GATE,"unified score 48.7 < 50 — below publish threshold, noindex",
ON-0643,Amberley,Locality,Central Ontario,451,48.5,,DEFERRED_GATE,"unified score 48.5 < 50 — below publish threshold, noindex",
ON-0644,Avon,Locality,Grey-Bruce-Simcoe,664,48.3,,DEFERRED_GATE,"unified score 48.3 < 50 — below publish threshold, noindex",
ON-0645,Barclay,Locality,Southwestern Ontario,745,48.9,,DEFERRED_GATE,"unified score 48.9 < 50 — below publish threshold, noindex",
ON-0646,Batteau,Locality,Grey-Bruce-Simcoe,740,48.9,,DEFERRED_GATE,"unified score 48.9 < 50 — below publish threshold, noindex",
ON-0647,Beaverdale,Locality,Hamilton-Niagara,659,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0648,Bishop Corners,Locality,Ottawa-Eastern,745,48.3,,DEFERRED_GATE,"unified score 48.3 < 50 — below publish threshold, noindex",
ON-0649,Blair,Locality,Grey-Bruce-Simcoe,727,48.5,,DEFERRED_GATE,"unified score 48.5 < 50 — below publish threshold, noindex",
ON-0650,Bristol,Locality,Central Ontario,740,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0651,Brookfield,Locality,Hamilton-Niagara,699,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0652,Cairo,Locality,Ottawa-Eastern,783,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0653,Clear Creek,Locality,Central Ontario,433,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0654,Coltman,Locality,Grey-Bruce-Simcoe,760,48.5,,DEFERRED_GATE,"unified score 48.5 < 50 — below publish threshold, noindex",
ON-0655,Crewsons Corners,Locality,Hamilton-Niagara,792,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0656,Curran,Locality,Central Ontario,580,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0657,Dalkeith,Locality,Central Ontario,684,48.8,,DEFERRED_GATE,"unified score 48.8 < 50 — below publish threshold, noindex",
ON-0658,Deans,Locality,Central Ontario,813,48.2,,DEFERRED_GATE,"unified score 48.2 < 50 — below publish threshold, noindex",
ON-0659,Everton,Locality,Greater Toronto Area,286,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0660,Falconbridge,Locality,Central Ontario,532,48.7,,DEFERRED_GATE,"unified score 48.7 < 50 — below publish threshold, noindex",
ON-0661,Hannon,Locality,Hamilton-Niagara,497,48.6,,DEFERRED_GATE,"unified score 48.6 < 50 — below publish threshold, noindex",
ON-0662,Hespeler,Locality,Grey-Bruce-Simcoe,791,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0663,Katrine,Locality,Eastern Ontario,560,48.7,,DEFERRED_GATE,"unified score 48.7 < 50 — below publish threshold, noindex",
ON-0664,Mines,Locality,Grey-Bruce-Simcoe,525,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0665,Anns,Locality,Hamilton-Niagara,746,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0666,Vittoria,Locality,Central Ontario,624,48.6,,DEFERRED_GATE,"unified score 48.6 < 50 — below publish threshold, noindex",
ON-0667,Boskung,Locality,Eastern Ontario,459,48.3,,DEFERRED_GATE,"unified score 48.3 < 50 — below publish threshold, noindex",
ON-0668,Brownsburg,Locality,Hamilton-Niagara,347,48.5,,DEFERRED_GATE,"unified score 48.5 < 50 — below publish threshold, noindex",
ON-0669,Cambray,Locality,Hamilton-Niagara,446,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-0670,Cedar Brae,Locality,Eastern Ontario,437,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0671,Dobbin,Locality,Hamilton-Niagara,307,48,,DEFERRED_GATE,"unified score 48 < 50 — below publish threshold, noindex",
ON-0672,Effingham,Locality,Ottawa-Eastern,509,48,,DEFERRED_GATE,"unified score 48 < 50 — below publish threshold, noindex",
ON-0673,Fish Lake,Locality,Hamilton-Niagara,426,48.2,,DEFERRED_GATE,"unified score 48.2 < 50 — below publish threshold, noindex",
ON-0674,Glenallan,Locality,Hamilton-Niagara,487,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0675,Mount Nemo,Locality,Central Ontario,341,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0676,Mount Salem,Locality,Hamilton-Niagara,312,48.1,,DEFERRED_GATE,"unified score 48.1 < 50 — below publish threshold, noindex",
ON-0677,Addington Highlands,Township,Eastern Ontario,2534,53.4,,DEFERRED_THIN,"boilerplate-only grounding, pop 2534 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0678,Brooke-Alvinston,Municipality,Southwestern Ontario,2359,55.1,,DEFERRED_THIN,"boilerplate-only grounding, pop 2359 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0679,Carlow/Mayo,Township,Eastern Ontario,953,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 953 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0680,Dawn-Euphemia,Township,Southwestern Ontario,1968,52.9,,DEFERRED_THIN,"boilerplate-only grounding, pop 1968 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0681,Faraday,Township,Eastern Ontario,1612,52.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1612 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0682,Limerick,Township,Eastern Ontario,436,52,,DEFERRED_THIN,"boilerplate-only grounding, pop 436 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0683,North Middlesex,Municipality,Southwestern Ontario,6307,57.3,C,BUILT_VERIFIED,,
ON-0684,Wollaston,Township,Eastern Ontario,721,52.6,,DEFERRED_THIN,"boilerplate-only grounding, pop 721 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0685,Rama First Nation,First Nations Reserve,Grey-Bruce-Simcoe,1700,50.8,,DEFERRED_THIN,"boilerplate-only grounding, pop 1700 < 4000 — cannot clear 4-of-8 signal gate without invention; noindex",
ON-0686,Oneida Nation of the Thames,First Nations Reserve,Southwestern Ontario,6000,53.9,C,BUILT_NEEDS_REVIEW,,
ON-0687,Cataract,Hamlet,Greater Toronto Area,275,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-0688,Elmvale,Hamlet,Greater Toronto Area,324,46.8,,DEFERRED_GATE,"unified score 46.8 < 50 — below publish threshold, noindex",
ON-0689,Jordan,Hamlet,Greater Toronto Area,388,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0690,Port Robinson,Hamlet,Greater Toronto Area,372,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0691,Durham,Hamlet,Greater Toronto Area,386,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0692,Markdale,Hamlet,Greater Toronto Area,333,46.5,,DEFERRED_GATE,"unified score 46.5 < 50 — below publish threshold, noindex",
ON-0693,West Lorne,Hamlet,Greater Toronto Area,243,46.1,,DEFERRED_GATE,"unified score 46.1 < 50 — below publish threshold, noindex",
ON-0694,Ailsa Craig,Hamlet,Greater Toronto Area,302,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0695,Arva,Hamlet,Greater Toronto Area,273,46.2,,DEFERRED_GATE,"unified score 46.2 < 50 — below publish threshold, noindex",
ON-0696,Southampton,Hamlet,Greater Toronto Area,406,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-0697,Pakenham,Hamlet,Greater Toronto Area,215,46.1,,DEFERRED_GATE,"unified score 46.1 < 50 — below publish threshold, noindex",
ON-0698,Stirling,Hamlet,Greater Toronto Area,279,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-0699,Adolphustown,Locality,Greater Toronto Area,171,44.4,,DEFERRED_GATE,"unified score 44.4 < 50 — below publish threshold, noindex",
ON-0700,Algoma Mills,Locality,Greater Toronto Area,382,46.5,,DEFERRED_GATE,"unified score 46.5 < 50 — below publish threshold, noindex",
ON-0701,Algonquin Park,Locality,Greater Toronto Area,182,44.7,,DEFERRED_GATE,"unified score 44.7 < 50 — below publish threshold, noindex",
ON-0702,Bamberg,Locality,Greater Toronto Area,608,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0703,Barrie Island,Locality,Greater Toronto Area,267,46.3,,DEFERRED_GATE,"unified score 46.3 < 50 — below publish threshold, noindex",
ON-0704,Batawa,Locality,Greater Toronto Area,363,46.9,,DEFERRED_GATE,"unified score 46.9 < 50 — below publish threshold, noindex",
ON-0705,Bear Island,Locality,Greater Toronto Area,223,46.3,,DEFERRED_GATE,"unified score 46.3 < 50 — below publish threshold, noindex",
ON-0706,Belmont,Locality,Greater Toronto Area,288,46.3,,DEFERRED_GATE,"unified score 46.3 < 50 — below publish threshold, noindex",
ON-0707,Black River,Locality,Greater Toronto Area,216,46.3,,DEFERRED_GATE,"unified score 46.3 < 50 — below publish threshold, noindex",
ON-0708,Bond Head,Locality,Greater Toronto Area,301,46.9,,DEFERRED_GATE,"unified score 46.9 < 50 — below publish threshold, noindex",
ON-0709,Breslau,Locality,Greater Toronto Area,494,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-0710,Codrington,Locality,Greater Toronto Area,143,44.3,,DEFERRED_GATE,"unified score 44.3 < 50 — below publish threshold, noindex",
ON-0711,Crosshill,Locality,Greater Toronto Area,542,46.9,,DEFERRED_GATE,"unified score 46.9 < 50 — below publish threshold, noindex",
ON-0712,Dacre,Locality,Greater Toronto Area,139,44.3,,DEFERRED_GATE,"unified score 44.3 < 50 — below publish threshold, noindex",
ON-0713,Dashwood,Locality,Greater Toronto Area,303,46.9,,DEFERRED_GATE,"unified score 46.9 < 50 — below publish threshold, noindex",
ON-0714,Douglas,Locality,Greater Toronto Area,266,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0715,Dunvegan,Locality,Greater Toronto Area,284,46.6,,DEFERRED_GATE,"unified score 46.6 < 50 — below publish threshold, noindex",
ON-0716,Field,Locality,Greater Toronto Area,149,44.3,,DEFERRED_GATE,"unified score 44.3 < 50 — below publish threshold, noindex",
ON-0717,Finch,Locality,Greater Toronto Area,400,46.8,,DEFERRED_GATE,"unified score 46.8 < 50 — below publish threshold, noindex",
ON-0718,Fordwich,Locality,Greater Toronto Area,340,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-0719,Foymount,Locality,Greater Toronto Area,257,46.4,,DEFERRED_GATE,"unified score 46.4 < 50 — below publish threshold, noindex",
ON-0720,Golden Lake,Locality,Greater Toronto Area,542,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0721,Harold,Locality,Greater Toronto Area,293,46.3,,DEFERRED_GATE,"unified score 46.3 < 50 — below publish threshold, noindex",
ON-0722,Innerkip,Locality,Greater Toronto Area,288,46.6,,DEFERRED_GATE,"unified score 46.6 < 50 — below publish threshold, noindex",
ON-0723,Inverary,Locality,Greater Toronto Area,317,46.4,,DEFERRED_GATE,"unified score 46.4 < 50 — below publish threshold, noindex",
ON-0724,Langton,Locality,Greater Toronto Area,286,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0725,Mindemoya,Locality,Greater Toronto Area,538,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-0726,Morpeth,Locality,Greater Toronto Area,424,46.2,,DEFERRED_GATE,"unified score 46.2 < 50 — below publish threshold, noindex",
ON-0727,North Augusta,Locality,Greater Toronto Area,356,46.6,,DEFERRED_GATE,"unified score 46.6 < 50 — below publish threshold, noindex",
ON-0728,Aberfeldy,Locality,Kitchener-Waterloo,308,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0729,Albany,Locality,Kitchener-Waterloo,674,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0730,Anstruther,Locality,Hamilton-Niagara,768,47.5,,DEFERRED_GATE,"unified score 47.5 < 50 — below publish threshold, noindex",
ON-0731,Arrowhead,Locality,Southwestern Ontario,631,47.8,,DEFERRED_GATE,"unified score 47.8 < 50 — below publish threshold, noindex",
ON-0732,Athlone,Locality,Grey-Bruce-Simcoe,395,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0733,Barry,Locality,Southwestern Ontario,303,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-0734,Caistorville,Locality,Greater Toronto Area,428,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0735,Cashel,Locality,Hamilton-Niagara,307,47,,DEFERRED_GATE,"unified score 47 < 50 — below publish threshold, noindex",
ON-0736,Cedar Springs,Locality,Grey-Bruce-Simcoe,590,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0737,Cedardale,Locality,Southwestern Ontario,717,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-0738,Cheticamp,Locality,Ottawa-Eastern,697,47.7,,DEFERRED_GATE,"unified score 47.7 < 50 — below publish threshold, noindex",
ON-0739,Copeland,Locality,Hamilton-Niagara,469,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-0740,Cornelius,Locality,Grey-Bruce-Simcoe,247,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-0741,Curve Lake,Locality,Eastern Ontario,564,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0742,Dalmeny,Locality,Central Ontario,644,47.5,,DEFERRED_GATE,"unified score 47.5 < 50 — below publish threshold, noindex",
ON-0743,Dawn Mills,Locality,Grey-Bruce-Simcoe,721,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0744,Denbigh,Locality,Grey-Bruce-Simcoe,491,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-0745,Deux,Locality,Southwestern Ontario,614,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-0746,Eagle River,Locality,Hamilton-Niagara,647,48,,DEFERRED_GATE,"unified score 48 < 50 — below publish threshold, noindex",
ON-0747,Fenella,Locality,Hamilton-Niagara,662,48,,DEFERRED_GATE,"unified score 48 < 50 — below publish threshold, noindex",
ON-0748,Floradale,Locality,Hamilton-Niagara,497,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-0749,Mills,Locality,Eastern Ontario,694,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0750,Hallebourg,Locality,Ottawa-Eastern,731,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0751,Hartford,Locality,Kitchener-Waterloo,552,47.6,,DEFERRED_GATE,"unified score 47.6 < 50 — below publish threshold, noindex",
ON-0752,Hensall,Locality,Hamilton-Niagara,433,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0753,Hereward,Locality,Central Ontario,356,47.6,,DEFERRED_GATE,"unified score 47.6 < 50 — below publish threshold, noindex",
ON-0754,Hungerford,Locality,Hamilton-Niagara,556,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0755,Innismore,Locality,Eastern Ontario,637,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0756,Jordan Station,Locality,Greater Toronto Area,768,47.6,,DEFERRED_GATE,"unified score 47.6 < 50 — below publish threshold, noindex",
ON-0757,Keene,Locality,Ottawa-Eastern,487,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0758,Keldon,Locality,Southwestern Ontario,533,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-0759,Seul,Locality,Greater Toronto Area,488,48,,DEFERRED_GATE,"unified score 48 < 50 — below publish threshold, noindex",
ON-0760,Maple Lake,Locality,Hamilton-Niagara,258,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0761,Myersburg,Locality,Hamilton-Niagara,799,47.8,,DEFERRED_GATE,"unified score 47.8 < 50 — below publish threshold, noindex",
ON-0762,Novar,Locality,Eastern Ontario,813,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0763,Sound,Locality,Central Ontario,626,47.5,,DEFERRED_GATE,"unified score 47.5 < 50 — below publish threshold, noindex",
ON-0764,Pontypool,Locality,Central Ontario,484,47.7,,DEFERRED_GATE,"unified score 47.7 < 50 — below publish threshold, noindex",
ON-0765,Round Lake,Locality,Greater Toronto Area,334,47.7,,DEFERRED_GATE,"unified score 47.7 < 50 — below publish threshold, noindex",
ON-0766,Ruthven,Locality,Central Ontario,782,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0767,Strathclair,Locality,Central Ontario,615,47.8,,DEFERRED_GATE,"unified score 47.8 < 50 — below publish threshold, noindex",
ON-0768,Sudbury,Locality,Southwestern Ontario,624,47.3,,DEFERRED_GATE,"unified score 47.3 < 50 — below publish threshold, noindex",
ON-0769,Thornton,Locality,Central Ontario,800,47.9,,DEFERRED_GATE,"unified score 47.9 < 50 — below publish threshold, noindex",
ON-0770,Tilsonburg,Locality,Eastern Ontario,535,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-0771,Uniondale,Locality,Southwestern Ontario,744,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0772,Virgil,Locality,Central Ontario,621,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-0773,Watford,Locality,Southwestern Ontario,818,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-0774,Welland South,Locality,Eastern Ontario,481,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-0775,Wellington,Locality,Grey-Bruce-Simcoe,692,47.8,,DEFERRED_GATE,"unified score 47.8 < 50 — below publish threshold, noindex",
ON-0776,Winterbourne,Locality,Kitchener-Waterloo,682,47.7,,DEFERRED_GATE,"unified score 47.7 < 50 — below publish threshold, noindex",
